,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,
Anteglosia,Middle Campanian,Mollusca,Gastropoda,0,Eulimidae,Anteglosia,actively mobile,epifaunal,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Anthonya,0,Mollusca,Bivalvia,Carditida,Crassatellidae,Anthonya,facultatively mobile,shallow infaunal,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,No
Antillosarcolites,0,Mollusca,Bivalvia,Hippuritida,Antillocaprinidae,Antillosarcolites,"stationary, attached",epifaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Aphanotaenia,0,Mollusca,Gastropoda,Heterostrophia,0,Aphanotaenia,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Aphrodina,0,Mollusca,Bivalvia,Veneroidei,Veneridae,Aphrodina,facultatively mobile,infaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Apiotrigonia,Late Turonian,Mollusca,Bivalvia,Trigoniida,Megatrigoniidae,Apiotrigonia (Apiotrigonia),facultatively mobile,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Appudiceras,0,Mollusca,Cephalopoda,Ammonoidea,Dipoloceratidae,Appudiceras,fast-moving,nektonic,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Apricardia,0,Mollusca,Bivalvia,Hippuritida,Requieniidae,Apricardia,"stationary, attached",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Araeodactylus,0,Mollusca,Gastropoda,0,Aporrhaidae,Araeodactylus,slow-moving,semi-infaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Yes
Arca,0,Mollusca,Bivalvia,Arcida,Arcidae,Eonavicula,"stationary, attached",epifaunal,0,6,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Archaeoradiolites,0,Mollusca,Bivalvia,Hippuritida,Radiolitidae,Archaeoradiolites,"stationary, attached",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Arcthoplites,0,Mollusca,Cephalopoda,Ammonitida,Cleoniceratidae,Arcthoplites (Subarcthoplites),fast-moving,nektonic,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Arctica,0,Mollusca,Bivalvia,Veneroidei,Arcticidae,Arctica,facultatively mobile,infaunal,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Arcticlam,0,Mollusca,Bivalvia,Pholadomyida,0,Arcticlam,facultatively mobile,infaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Arctotis,0,Mollusca,Bivalvia,Pectinida,Oxytomidae,Arctotis,stationary,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
Argenticyprina,0,Mollusca,Bivalvia,Veneroidei,Isocyprinidae,Argenticyprina,facultatively mobile,infaunal,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Argentiniceras,0,Mollusca,Cephalopoda,Ammonoidea,0,Argentiniceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Argonauticeras,0,Mollusca,Cephalopoda,Ammonitida,Tetragonitidae,Argonauticeras,fast-moving,nektonic,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Argutostrea,0,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Argutostrea,"stationary, attached",epifaunal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Yes
Armenocerithium,0,Mollusca,Gastropoda,Sorbeoconcha,Diozoptyxidae,Armenocerithium,actively mobile,epifaunal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Armenostoma,0,Mollusca,Gastropoda,0,Capulidae,Armenostoma,"facultatively mobile, attached",epifaunal,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,No
Arrhaphoceras,0,Mollusca,Cephalopoda,Ammonitida,Hoplitidae,Arrhaphoceras (Arrhaphoceras),fast-moving,nektonic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Ascaulocardium,Middle Campanian,Mollusca,Bivalvia,Pandorida,Clavagellidae,Ascaulocardium,facultatively mobile,infaunal,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Astarte,0,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,facultatively mobile,infaunal,0,6,5,2,1,2,0,3,5,0,0,0,1,6,3,0,0,5,0,1,1,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Astieria,0,Mollusca,Cephalopoda,Ammonitida,Olcostephanidae,Olcostephanus,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Astieriptychites,0,Mollusca,Cephalopoda,Ammonitida,Polyptychitidae,Polyptychites (Astieriptychites),fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Astreptoceras,0,Mollusca,Cephalopoda,Ammonitida,Diplomoceratidae,Astreptoceras,fast-moving,nektonic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Atractostoma,0,Mollusca,Gastropoda,Sorbeoconcha,Potamididae,Atractostoma,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Atresius,0,Mollusca,Gastropoda,0,0,Atresius,actively mobile,epifaunal,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Atreta,Late Turonian,Mollusca,Bivalvia,Pectinida,Dimyidae,Atreta,"stationary, attached",epifaunal,0,16,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Atrina,0,Mollusca,Bivalvia,Ostreida,Pinnidae,Atrina,"stationary, attached",semi-infaunal,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,No
Aturoidea,0,Mollusca,Cephalopoda,Nautilida,Hercoglossidae,Aturoidea,actively mobile,nektobenthic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Yes
Aucella,0,Mollusca,Bivalvia,Pectinida,Buchiidae,Buchia,stationary,epifaunal,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
Aucellina,Middle Albian,Mollusca,Bivalvia,Pectinida,Buchiidae,Aucellina,stationary,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
Audouliceras,0,Mollusca,Cephalopoda,Ammonitida,Ancyloceratidae,Audouliceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Aulacochiton,0,Mollusca,Polyplacophora,Neoloricata,Schizochitonidae,Aulacochiton,"facultatively mobile, attached",epifaunal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Yes
Aulaconautilus,0,Mollusca,Cephalopoda,Nautilida,Pseudonautilidae,Aulaconautilus,actively mobile,nektobenthic,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,No
Aulacosphinctes,Late Tithonian,Mollusca,Cephalopoda,Ammonitida,Himalayitidae,Aulacosphinctes,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Aulacosphinctoides,0,Mollusca,Cephalopoda,Ammonitida,Perisphinctidae,Aulacosphinctoides,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Australiceras,0,Mollusca,Cephalopoda,Ammonitida,Ancyloceratidae,Australiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Australobuchia,0,Mollusca,Bivalvia,Pectinida,Buchiidae,Australobuchia,stationary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
Australoneilo,0,Mollusca,Bivalvia,Nuculanida,Malletiidae,Australoneilo,facultatively mobile,infaunal,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
Austrocyprina,0,Mollusca,Bivalvia,Veneroidei,Isocyprinidae,Austrocyprina,facultatively mobile,infaunal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Avellana,0,Mollusca,Gastropoda,Architectibranchia,Ringiculidae,Avellana,actively mobile,epifaunal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Aviculopecten,0,Mollusca,Bivalvia,Pectinida,Aviculopectinidae,Aviculopecten,stationary,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
Axinus,0,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinus,facultatively mobile,infaunal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
Baculites,0,Mollusca,Cephalopoda,Ammonitida,Baculitidae,Baculites,fast-moving,nektonic,0,63,173,35,26,14,0,0,0,0,0,0,0,0,61,54,8,81,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Bageites,0,Mollusca,Cephalopoda,Ammonitida,Pseudotissotiidae,Bageites,fast-moving,nektonic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Bakevellia,0,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bakevellia (Bakevellia),stationary,semi-infaunal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Yes
Balearites,0,Mollusca,Cephalopoda,Ammonitida,Crioceratitidae,Balearites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Banis,0,Mollusca,Gastropoda,0,Naticidae,Banis,actively mobile,semi-infaunal,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,No
Barbatia,0,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,"stationary, attached",epifaunal,0,2,5,0,0,0,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Barguesiella,0,Mollusca,Cephalopoda,Ammonitida,Heteroceratidae,Barguesiella,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Barremites,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Barremites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Barremitites,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Barremitites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Barrettia,0,Mollusca,Bivalvia,Hippuritida,Hippuritidae,Barrettia,stationary,"semi-infaunal, gregarious",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Yes
Barroisiceras,0,Mollusca,Cephalopoda,Ammonitida,Collignoniceratidae,Forresteria,fast-moving,nektonic,0,0,0,0,27,2,20,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Bassites,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Bassites,fast-moving,nektonic,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Bathraspira,0,Mollusca,Gastropoda,Allogastropoda,Mathildidae,Bathraspira,actively mobile,epifaunal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Bathrotomaria,0,Mollusca,Gastropoda,0,Pleurotomariidae,Bathrotomaria,actively mobile,epifaunal,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Bathytormus,0,Mollusca,Bivalvia,Carditida,Crassatellidae,Bathytormus,facultatively mobile,shallow infaunal,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,No
Belbekiceras,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Belbekiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Belemnitella,Middle Santonian,Mollusca,Cephalopoda,Belemnitida,Belemnitellidae,Belemnitella,fast-moving,nektonic,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Belemnopsis,0,Mollusca,Cephalopoda,0,Belemnopseidae,Belemnopsis,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Bellerophina,0,Mollusca,Gastropoda,0,Bellerophinidae,Bellerophina,actively mobile,nektonic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Yes
Bellidiscus,0,Mollusca,Cephalopoda,Ammonitida,Cleoniceratidae,Bellidiscus,fast-moving,nektonic,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Bellifusus,Middle Campanian,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Bellifusus,actively mobile,epifaunal,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Belliscala,0,Mollusca,Gastropoda,0,Epitoniidae,Belliscala,slow-moving,low-level epifaunal,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
Benueites,0,Mollusca,Cephalopoda,Ammonitida,Acanthoceratidae,Benueites,fast-moving,nektonic,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Beretra,0,Mollusca,Gastropoda,Neogastropoda,Turridae,Beretra,actively mobile,epifaunal,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Bernaya,0,Mollusca,Gastropoda,0,Cypraeidae,Bernaya (Protocypraea),actively mobile,epifaunal,2,2,16,0,1,4,1,0,0,1,0,0,0,1,1,3,1,8,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Berriasella,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Berriasella,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,1,60,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Beudanticeras,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Beudanticeras,fast-moving,nektonic,0,0,0,0,0,0,1,59,1,0,0,0,0,0,0,0,0,0,18,3,27,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Biculteriala,0,Mollusca,Gastropoda,0,Aporrhaidae,Biculteriala,slow-moving,semi-infaunal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Yes
Biplica,0,Mollusca,Gastropoda,Architectibranchia,Ringiculidae,Biplica,actively mobile,epifaunal,0,6,19,4,1,1,19,0,0,0,0,0,0,0,5,1,4,13,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Biradiolites,0,Mollusca,Bivalvia,Hippuritida,Radiolitidae,Biradiolites,"stationary, attached",0,0,12,11,15,2,4,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,No
Bittium,0,Mollusca,Gastropoda,Sorbeoconcha,Cerithiidae,Bittium (Bittium),actively mobile,epifaunal,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes
Bizarrus,Middle Campanian,Mollusca,Gastropoda,0,Aporrhaidae,Bizarrus,slow-moving,semi-infaunal,0,6,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,No
Blanfordiceras,0,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Blanfordiceras,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Bleytonella,0,Mollusca,Gastropoda,0,Pickworthiidae,Bleytonella,actively mobile,epifaunal,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No
Bochianites,0,Mollusca,Cephalopoda,Ammonoidea,Bochianitidae,Bochianites,fast-moving,nektonic,0,0,0,0,0,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,No
Boehmoceras,0,Mollusca,Cephalopoda,Ammonitida,Baculitidae,Boehmoceras,fast-moving,nektonic,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
Boliteceras,0,Mollusca,Cephalopoda,Ammonitida,Desmoceratidae,Beudanticeras,fast-moving,nektonic,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Yes
